id,date,title,key_characteristics,categories,abstract,pdf_url
115084-00,2016-11-14,"Intel(R) BlueMoon¬ PBA31309, PCN 115084-00, Product Discontinuance, End of Life",Product Discontinuance,Chipsets - Mobile IMC,"Chipsets - Mobile IMC, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/603E9853-75D3-4CB3-8261-8B605B26B1FD/PCN115084-00.pdf
114884-00,2016-11-11,"Intel(R) Celeron(R) Processor 3755U, PCN 114884-00, Product Discontinuance, For Tray",Product Discontinuance,Mobile Processors,"Mobile Processors, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/4A3519EF-D224-44B5-8E28-780FFF9C4F80/PCN114884-00.pdf
115007-00,2016-11-11,"Select Intel(R) SSD 530 Series,
Intel(R) SSD 535 Series,
Intel(R) SSD E 5410s Series,
Intel(R) SSD E 5420s Series,
Intel(R) SSD PRO 2500 Series,
Intel(R) SSD DC S3300 Series,
Intel(R) SSD DC S3500 Series,
Intel(R) SSD DC S3510 Series,
Intel(R) SSD DC S3520 Series,
Intel(R) S",Transport Media,Flash Memory Products,"Flash Memory Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/B327BF4C-6ABE-464C-B75C-2D8900507454/PCN115007-00.pdf
115070-00,2016-11-11,"Select Intel(R) SSD DC S3500 Series Products, PCN 115070-00, Product Design, Capacitor Location Change",Product Design,Flash Memory Products,"Flash Memory Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/FC6EF707-2DC6-4529-8F0A-426CFE3B821E/PCN115070-00.pdf
115069-00,2016-11-10,"Intel(R) Server System R1208WTTGSR, PCN 115069-00, Product Design, Product Material, System RoHS compliance exemption free conversion and Updated BIOS/ME/BMC/FRUSDR Firmware",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/65D00C2B-4726-4CD8-84A4-3A0E7E2D4AA9/PCN115069-00.pdf
115062-00,2016-11-09,"Intel(R) Gigabit CT Desktop Adapter 
Product Codes EXPI9301CT & 
EXPI9301CTBLK MM#s 893646 & 893647
Intel(R) Gigabit CT2 Desktop Adapter
Product Code E1G31CTG1P20 MM#908804
Intel(R) Ethernet Converged Network Adapter 
X520 - SR2  Product Codes E10G42BFSR &  
E1",Transport Media,Networking Products,"Networking Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/CC9627E5-C104-4F91-A2A3-402568E768EB/PCN115062-00.pdf
115067-00,2016-11-09,"Intel(R) NUC Board DE3815TYBE and Intel(R) NUC Kit DE3815TYKHE, PCN 115067-00, Product Design, Label, Product Material, BIOS Update, Plug addition and Label changes",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/BFC50A7D-4998-497A-81AC-CD081B4EF1F4/PCN115067-00.pdf
115071-00,2016-11-09,"Select Intel(R) SSD DC S3500 Series Products for EMC*, PCN 115071-00, Product Design, Capacitor Location Change",Product Design,Flash Memory Products,"Flash Memory Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/44B0E742-8813-4F4C-920A-0DE305B4BD2E/PCN115071-00.pdf
115044-00,2016-11-08,"Select McAfee(R) Antivirus for Intel(R) Server Systems, PCN 115044-00, Product Discontinuance, End of Life",Product Discontinuance,Software,"Software, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/BB88C65E-1B5D-44E5-9FDF-F22585D8D710/PCN115044-00.pdf
115050-00,2016-11-08,"Select Intel(R) SSD 540s Series,
Intel(R) SSD E 5400s Series,
Intel(R) SSD Pro 5400s Series Products, PCN 115050-00, Label, Addition of Sub-Assembly (SA) number on Labels",Label,Flash Memory Products,"Flash Memory Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/79D83CB5-4BA7-45CD-91D6-90247D5B93A3/PCN115050-00.pdf
115054-00,2016-11-07,"Intel(R) PRO/1000  GT Desktop Adapter Product Code: PWLA8391GTG1P20 MM#863319, Intel(R) PRO/1000  GT Desktop Adapter Product Code: PWLA8391GTBLK MM# 865080, Intel(R) PRO/1000  GT Desktop Adapter Product Code: PWLA8391GTLBLK MM# 865088, Intel(R) PRO/1000  GT Deskt",Transport Media,"Networking Products, Wireless Products","Networking Products, Wireless Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/854323DD-9EE4-4531-94BD-2512A1E9CE39/PCN115054-00.pdf
114960-01,2016-11-07,"Intel(R) DUSLIC¬ XC1 PEF31001 Codec, Intel(R) DUSLIC¬ XC2 PEF31002 Codec, PCN 114960-01, Product Discontinuance, End Of Life, Reason for Revision: Include additional replacement SKUs",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/AC9E445E-FB65-437E-BC70-AE3396AD1878/PCN114960-01.pdf
115000-00,2016-11-04,"Intel(R) Tri-Band Wireless-AC 17265 and Intel(R) Wireless Gigabit Sink W13100 SKUs: 13100.NGWG; 13100.NGWLCG; 17265.NGWG; 17265.NGWG.RF; 17265.NGWLCG; 17265.NGWLCGRF, PCN 115000-00, Product Discontinuance, End Of Life",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/557D6FED-223A-4A20-8216-12AA4542EF08/PCN115000-00.pdf
115047-00,2016-11-04,"Intel(R) Server Chassis R2000WTXXX, Intel(R) Server System R1304WT2GSR, Intel(R) Server System R2308WTTYSR, PCN 115047-00, Product Design, Product Material, System RoHS compliance exemption free conversion and Updated BIOS/ME/BMC/FRUSDR Firmware",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4526A479-F928-4939-B512-7E57ECED6778/PCN115047-00.pdf
115049-00,2016-11-04,"Intel(R) NUC Kit NUC5CPYH and Intel(R) NUC Kit NUC5PPYH, PCN 115049-00, Product Design, Product Material, BIOS Update For Security Enhancement and Power Plug Enhancement",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/EBE1C348-D57B-4A83-AF9F-C3DA5AA3B0A8/PCN115049-00.pdf
115061-00,2016-11-04,"Intel(R) Dual Band Wireless-AC 7260, Intel(R) Dual Band Wireless-N 7260, and Intel(R) Wireless-N 7260 SKUs: 7260.HMWANG.I; 7260.HMWANG.R; 7260.HMWBNG.R; 7260.HMWG.NVR; 7260.HMWG.R; 7260.HMWNBG.I; 7260.HMWNBG.R; SG83348; 7260.HMWANG.B; 7260.HMWANG.S1R; 7260.HMWA",Transport Media,"Networking Products, Wireless Products","Networking Products, Wireless Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D587FB18-B8FA-45EA-9BCB-7B9592C2FDD4/PCN115061-00.pdf
115066-00,2016-11-04,"Intel(R) Server Board S2600KPFR, PCN 115066-00, Product Design, Product Material, Replacement of components listed under RoHS exemption 7c-I, Updated BIOS/ME/BMC/FRUSDR Firmware and Add a pull-up resistor on motherboards",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/4F066869-50C9-4F56-9936-DB90EE38B5CB/PCN115066-00.pdf
115043-00,2016-11-03,"Intel(R) Server System R2308GZ4GC, PCN 115043-00, Product Design, Label, Update Regulatory and Safety Labels, Update Motherboard",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/A01DB499-ECE8-4DFD-B931-63D192706B63/PCN115043-00.pdf
115055-00,2016-11-03,"Intel(R) Dual Band Wireless-AC 7260, 
Intel(R) Dual Band Wireless-N 7260, and Intel(R) Wireless-N 7260 SKUs: 7260.HMIANG; 7260.HMWANG; 7260.HMWBNG; 7260.HMWBNGBR; 7260.HMWG; 7260.HMWG.NV 7260.HMWNBG; 7260.HMWANWB; 7260.HMWBNWB; 7260.HMWNBWB; 7260.HMWWB, PCN 115",Transport Media,"Networking Products, Wireless Products","Networking Products, Wireless Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/930849F2-2492-421E-BC69-EAC770965526/PCN115055-00.pdf
115016-00,2016-10-31,"Intel(R) Thermal Solution Products:  BXSTS100A MM# 900490,  BXSTS100C MM# 900491, BXSTS100P MM# 900492, PCN 115016-00, Product Discontinuance, End of Life",Product Discontinuance,Server - Thermal Solutions,"Server - Thermal Solutions, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/C95481A5-E5AA-490F-8583-177783622BE4/PCN115016-00.pdf
115035-00,2016-10-31,"Intel(R) Compute Stick STK1A32SC, Intel(R) Compute Stick STK1A32SCL, Intel(R) Compute Stick STK1AW32SC, and Intel(R) Compute Stick STK1AW32SCL, PCN 115035-00, Product Design, Label, Transport Media, BIOS, Label, and Packaging Update",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/3DEF0CC9-BAA0-4904-9099-ADAD9BE5BF92/PCN115035-00.pdf
114958-00,2016-10-28,"Intel(R) Omni-Path Edge Switch 100 Series 24 Port Managed Forward 2 PSU 100SWE24QF2, Intel(R) Omni-Path Edge Switch 100 Series 24 Port Forward 2 PSU 100SWE24UF2, Intel(R) Omni-Path Edge Switch 100 Series 24 Port Forward 1 PSU 100SWE24UF1, Intel(R) Omni-Path Edge",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/9485B3CD-86B2-4395-9B8A-CA5E63803C49/PCN114958-00.pdf
114961-00,2016-10-28,"Intel(R) Omni-Path Edge Switch 100 Series 48 Port Reverse 1 External DC 12V 100SWE48URD, PCN 114961-00, Product Design, Documentation, Product Material, Documentation Update, Fan Tray Update and Firmware Update",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/06CFC470-EEF3-4D51-8B20-619648528134/PCN114961-00.pdf
114840-02,2016-10-27,"Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Standard 100HFA016FS 

Intel(R) Omni-Path Host Fabric Interface Adapter 100 Series 1 Port PCIe x16 Low Profile 100HFA016LS, PCN 114840-02, Product Design, Label, Product Material, Man",Product Design,Networking Products,"Networking Products, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/52385F9D-D7F3-43F1-BE20-DF577AAC4438/PCN114840-02.pdf
115020-00,2016-10-27,"Intel(R) NUC Kit DC53427HY, PCN 115020-00, Product Design, BIOS Update",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/C0F56A87-EEFE-472F-A45F-02E7C31F1A18/PCN115020-00.pdf
115003-00,2016-10-24,"Intel(R) RAID Controller RS2BL040 and Intel(R) RAID Controller RS2BL080, PCN 115003-00, Product Discontinuance, End of Life",Product Discontinuance,"Intel® Server RAID Controllers, Server Boards and Platforms","Intel® Server RAID Controllers, Server Boards and Platforms, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/96E6304F-D7C4-4234-8DAB-E90B31D79680/PCN115003-00.pdf
114953-00,2016-10-21,"Intel(R) JHL5520 Thunderbolt¬ 2 Controller, PCN 114953-00, Transport Media, Tape seal width change",Transport Media,Networking Products,"Networking Products, Transport Media, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/7719D284-0BE8-493C-AE3C-C296E04A18F4/PCN114953-00.pdf
114979-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 3160 and Intel(R) Dual Band Wireless-N 3160 SKUs: 3160.HMWG; 3160.NGWG; 3160.HMWG.R; 3160.HMWNBG; 3160.NGWNBG; 3160.NGWG.R; 3160.HMWWB.R,, PCN 114979-00, Product Discontinuance, End Of Life",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/3478B09E-2B82-4E97-98C3-BA65D68B74F2/PCN114979-00.pdf
114989-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 7260, Intel(R) Dual Band Wireless-N 7260, and Intel(R) Dual Band Wireless-N 7260 SKUs: 7260.NGWANG.I; 7260.NGWANG.R; 7260.NGWANG.SR; 7260.NGWBNG.R; 7260.NGWG.I; 7260.NGWG.NVR; 7260.NGWG.R; 7260.NGWG.SR; 7260.NGWNBG.I; 7260.NGWNBG.",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/3D7430C6-553C-4A9F-9D42-397EF04480CC/PCN114989-00.pdf
114990-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 7260 SKU: 7260.SDWG.R
, PCN 114990-00, Product Discontinuance, End Of Life",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/E8013CA9-968C-42CC-93D7-5E022606F6D0/PCN114990-00.pdf
114992-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 7260, Intel(R) Dual Band Wireless-N 7260, and Intel(R) Wireless-N 7260 SKUs: 7260.NGIG; 7260.NGWANG; 7260.NGWG; 7260.NGWG.NV; 7260.NGWNBG; 7260.NGWBNG, PCN 114992-00, Product Discontinuance, End Of Life",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/08DF8A04-ED1B-41DA-B63F-7948B3F724CB/PCN114992-00.pdf
114994-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 7260, Intel(R) Dual Band Wireless-N 7260, and Intel(R) Wireless-N 7260 SKUs: 7260.HMIANG; 7260.HMWANG; 7260.HMWANG.S; 7260.HMWBNG; 7260.HMWG; 7260.HMWG.NV; 7260.HMWG.S; 7260.HMWNBG, PCN 114994-00, Product Discontinuance, End Of Li",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/EA5DF814-C81C-49AE-9A7E-4E87D3E2DCAD/PCN114994-00.pdf
114995-00,2016-10-21,"Intel(R) Dual Band Wireless-AC 7260, Intel(R) Dual Band Wireless-N 7260, and Intel(R) Wireless-N 7260 SKUs: 7260.HMWANG.I; 7260.HMWANG.R; 7260.HMWANG.S1R; 7260.HMWANG.SR; 7260.HMWANWB.R; 7260.HMWBNG.R; 7260.HMWBNG.SR; 7260.HMWBNWB.R; 7260.HMWG.NVR; 7260.HMWG.R;",Product Discontinuance,"Networking Products, Wireless Products","Networking Products, Wireless Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/C188E893-8EF1-4DD6-A1F3-4205A50010ED/PCN114995-00.pdf
114996-00,2016-10-21,"Intel(R) SSD 540s Series, PCN 114996-00, Label, Label Update",Label,Flash Memory Products,"Flash Memory Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/0B715FF1-C831-43A2-BEF1-2B3E5B0B78D1/PCN114996-00.pdf
114701-01,2016-10-21,"Intel(R) Server Chassis R2312WTXXX and Intel(R) Server System R2312WTTYSR, PCN 114701-01, Product Design, Removed top screws, Changed length of top cover., Reason for Revision: Correct the Pre/Post Change TA#",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/C07C8B85-67EA-47E4-A116-A50B7B2D64A0/PCN114701-01.pdf
114985-00,2016-10-20,"Intel(R) SSD DC S3500 Series, PCN 114985-00, Product Discontinuance, End of life",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/5F8B8082-43F8-4035-940B-824C6E74BD73/PCN114985-00.pdf
114912-00,2016-10-18,"Select Intel(R) picoArray¬,
Intel(R) picoXcell¬, Intel(R) Transcede¬
And Intel(R) picoTools license Products, PCN 114912-00, Product Discontinuance, End of Life",Product Discontinuance,Software,"Software, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/962B3AA5-91FD-4E59-B8D1-C1DED52A92E7/PCN114912-00.pdf
114969-00,2016-10-18,"Intel(R) Dual Band Wireless-AC 8265 SKUs: 8265.NGWMG; 8265.NGWMG.NV; 8265.NGWMG.S; 8265.NGWMG.NVS; 8265.NGWMG.K; 8265.NGWMG.NVK
, PCN 114969-00, Label, Transport Media, Label Update and Recycling logo addition",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/F97DB413-BD4B-41B0-BEAE-EA365E511025/PCN114969-00.pdf
114975-00,2016-10-18,"Intel(R) NUC Board NUC5i3MYBE, Intel(R) NUC Board NUC5i5MYBE, Intel(R) NUC Kit NUC5i3MYHE, and Intel(R) NUC Kit NUC5i5MYHE,, PCN 114975-00, Product Design, BIOS Update",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/91CAE8AC-025B-4576-95D5-460204036410/PCN114975-00.pdf
114982-00,2016-10-18,"Intel(R) NUC Kit NUC5i3RYH, Intel(R) NUC Kit NUC5i3RYK, Intel(R) NUC Kit NUC5i5RYH, Intel(R) NUC Kit NUC5i5RYK, Intel(R) NUC Kit NUC5i7RYH, PCN 114982-00, Product Design, Label, BIOS Update and Label change",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/C1A978D4-165B-4CB2-BA12-BEABBB3D4250/PCN114982-00.pdf
114973-00,2016-10-17,"Intel(R) Tri-Band Wireless-AC 17265, Intel(R) Wireless Gigabit Sink W13100 SKUs: 13100.NGWLCG;  13100.NGWLCG5; 17265.NGWLCG; 17265.NGWLCGRF; 13100.NGWG; 13100.NGWG5; 17265.NGWG; 17265.NGWG.RF
, PCN 114973-00, Label, Transport Media, Label Update and Recycling",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/7EFFF1A4-6D7B-4D15-B8B9-1CA446539C19/PCN114973-00.pdf
114963-00,2016-10-14,"Intel(R) Server Chassis H2216XXKR2, PCN 114963-00, Product Material, Label, Replacement of components listed under RoHS exemption 7c-I, PSU Label Changes",Product Material,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/50A38917-8A9A-47D2-AEF2-2029F05B25D1/PCN114963-00.pdf
114956-00,2016-10-12,"Intel(R) PRO/1000 PT Quad Port LP Server Adapter Product Code: EXPI9404PTG2L20 MM#885260; Intel(R) Ethernet Server Adapter I350-T4 Product Code: I350T4G2P20 MM#934608; 
Intel(R) Ethernet Converged Network Adapter X540 - T2 Product Code: X540T2G1P5 MM#914244; 
I",Label,Networking Products,"Networking Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D7B1BA3A-CE0D-48FC-9E5B-C158E0A884CB/PCN114956-00.pdf
114957-00,2016-10-12,"Intel(R) Server Chassis H2312XXKR2, PCN 114957-00, Product Material, Label, Replacement of components listed under RoHS exemption 7c-I, PSU Label Changes",Product Material,Server Chassis,"Server Chassis, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/49BB844B-380D-464E-A306-0B02613CC264/PCN114957-00.pdf
114933-00,2016-10-04,"Select Intel(R) SSD DC S3500 Series Products, PCN 114933-00, Product Discontinuance, End of Life",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/8699EBE6-085F-4B3F-A9A8-348EAB0D6DB9/PCN114933-00.pdf
114947-00,2016-10-03,"Intel(R) Dual Band Wireless-AC 3160 HP* SKUs: 3160.HMWG; 3160.NGWG; 3160.HMWG.R; 3160.HMWGBR; 3160.NGWG.R;
3160.HMWWB; 3160.NGWWB.R; 3160.HMWNBG; 3160.NGWNBG; 3160.HMWWB.R; 3160.NGWGBR; 3160.NGWG.B, PCN 114947-00, Label, Label Update",Label,"Networking Products, Wireless Products","Networking Products, Wireless Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/5600C7F2-3049-4FA8-AA6B-2B8E43BB93E9/PCN114947-00.pdf
114950-00,2016-10-03,"Intel(R) Server System R2208WT2YSR, Intel(R) Server System R2208WTTYSR, PCN 114950-00, Product Design, Product Material, Replacement of components RoHS exemptions and Updated BIOS/ME/BMC/FRUSDR Firmware",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/DE9E4C82-AF6A-40C6-BE88-7ABECBF24A8C/PCN114950-00.pdf
114903-00,2016-10-01,"The Intel(R) Gigabit EF Dual Port Server Adapter, MM#s 897903 and 897904, PCN 114903-00, Product Discontinuance, End of Life",Product Discontinuance,Networking Products,"Networking Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/6ACAA63C-CD7B-4B6C-827F-916B33EA5870/PCN114903-00.pdf
114934-00,2016-09-30,"Intel(R) Server System R2312WTTYSR, PCN 114934-00, Product Design, Change dimension on PCIe* riser bracket holes. Removed top screws, Changed length of top cover.",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Customers may want to perform re-qualification, re-test, re-certification or standard validation testing for this change; see sample detail in PCN where applicable.",https://QDMS.intel.com/dm/i.aspx/0DB49F2A-6069-4A83-82A3-CF82A8198E27/PCN114934-00.pdf
114382-01,2016-09-30,"Intel(R) SSD DC S3500 Series, PCN 114382-01, Product Discontinuance, End of Life, Reason for Revision: Adding two skus to EOL",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/E50A6454-7563-4642-A0A5-8F415D94263A/PCN114382-01.pdf
114940-00,2016-09-30,"Intel(R) Compute Module HNS2600TP24R, Single, Intel(R) Compute Module HNS2600TPFR, Single, Intel(R) Server Board S2600KPTR, OEM 10 Pack, PCN 114940-00, Product Material, Replacement of components listed under RoHS exemption 7c-I",Product Material,Server Boards and Platforms,"Server Boards and Platforms, Product Material, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/F236736A-4E5D-488E-AB9D-EF4226E5F617/PCN114940-00.pdf
114941-00,2016-09-30,"Intel(R) Server Product A1U2PXR3HDAIC, PCN 114941-00, Product Design, Cable replacement",Product Design,"Server Boards and Platforms, Server Chassis","Server Boards and Platforms, Server Chassis, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/A0DF8C8C-E79C-4A75-BFD3-0D5E87BC1CC8/PCN114941-00.pdf
114921-00,2016-09-29,"For OEM Gen & Retail products*, Intel(R) Eth Converged Ntwk Adptr X540 Series; Intel(R) Eth Converged Ntwk Adptr X520 Series; Intel(R) Ethernet Server Adapter I340 Series; Intel(R) Ethernet Server Adapter I350 Series; Intel(R) Gigabit CT Desktop Adapter Series; Int",Label,Networking Products,"Networking Products, Label, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/DA38B743-467F-418D-A7DD-3149ECAF48AC/PCN114921-00.pdf
114936-00,2016-09-29,"Intel(R) Server System R1208WT2GSR, Single, Intel(R) Server System R1304WTTGSR, Single, PCN 114936-00, Product Design, Product Material, System RoHS compliance exemption free conversion and Updated BIOS/ME/BMC/FRUSDR Firmware",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/D62874D7-76E3-4CE6-8322-68F935BFA5AF/PCN114936-00.pdf
114906-00,2016-09-26,"Intel(R) SSD DC S3510 Series Products, PCN 114906-00, Product Discontinuance, End of Life",Product Discontinuance,Flash Memory Products,"Flash Memory Products, Product Discontinuance, Please determine your remaining demand for these products and place your last product discontinuance orders in accordance with the key milestones in the PCN.",https://QDMS.intel.com/dm/i.aspx/D0FB8B43-2635-4BC9-8C21-E2AFD330F458/PCN114906-00.pdf
114919-00,2016-09-23,"Intel(R) Server System E2224WTTGCS,, PCN 114919-00, Product Design, Product Material, Replacement of components RoHS exemptions and Updated BIOS/ME/BMC/FRUSDR Firmware",Product Design,Server Boards and Platforms,"Server Boards and Platforms, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/E6A2CB22-F4A7-4334-8C00-5C579C9544EC/PCN114919-00.pdf
114910-00,2016-09-21,"Intel(R) NUC Kit, NUC6i7KYK, PCN 114910-00, Product Design, BIOS Update and NFC header removal",Product Design,Desktop Boards,"Desktop Boards, Product Design, Intel anticipates no impact to customers, see PCN detail for further information.",https://QDMS.intel.com/dm/i.aspx/2D5143EA-48C6-448B-A3BF-52F02C042452/PCN114910-00.pdf
